,uid,contentsId,contents,likeCount,tv_name
0,1325448679,1601741556947000962,这细节真的不咋样,1,10
1,2257215338,1601741595552000366,浪费防护服,0,10
2,2342677111,1601745339585004743,第四个故事花的经费应该是最多的，,1,10
3,1093922956,1601739688911003986,也许只是道具而已，并非医用级别，你能想到的别人也能想到,1,10
4,1089883154163461,1601736025404007956,这俩集导演拍的不好啊，没有紧迫感了,2,10
5,1397709782,1601766772993006666,小美喜欢你,0,10
6,1205013050,1601737096849001259,S老太婆，,1,10
7,1677390572,1601737135040001801,沙发,0,10
8,1601813735,1601772938545007145,张神婆啊,0,10
9,1149806703,1601737120303000934,这样的应该要判刑吧？,1,10
10,1458535447,1601749714910000430,毒王,0,10
11,2492296847,1601777329746009651,这是李小冉吗，我怎么看像闫妮,1,10
12,2182436680,1601747058684006893,损人不利己,0,10
13,1706635565,1601743273299007141,仙女团子我还是喜欢你！！！,0,10
14,1464210394,1601785101536007890,老太太演的好，杀她的心都有了，演技炸裂👍,0,10
15,1095167711,1601737241022001978,有人吗？,0,10
16,1116483518,1601797808579004489,老太太不懂也正常，那时候不信的人很多,0,10
17,1687577612,1601734925515000472,这两天看的人少了吗,0,10
18,1475700952,1601787333243008753,遇到了，倒还不穿防护服了,1,10
19,1263780856,1601733502046001781,是第一个嘛,1,10
20,1599846539,1601737067024001903,经验很重要,0,10
21,1687577612,1601734935070000140,怎么没人说话了,0,10
22,1471512915,1601735819308006693,我jio得很好看呀,4,10
23,1831010913,1601791152796006769,好喜欢景瑜的这两集,1,10
24,1796789201,1601782975892007763,老人当时都不理解严重性没必要喷,1,10
25,865556206987269,1601737138428001024,这集确实没劲了些,0,10
26,1408937991,1601738766394000023,这两集就是让我们了解除了医生护士还有很多人在努力💪,8,10
27,376413253280385,1601736166158008684,这个单元看着怪怪的，感觉没有想象中的紧张感,1,10
28,1362231118,1601736544251000722,来啦来啦,0,10
29,2322630876,1601785684852001181,這個24小時主題可以拍出一部很長的電視劇這個速度兩集不夠拍啊,0,10
30,1368412596,1601738987631001006,人多,0,10
31,1462380506,1601734945919009873,是的,0,10
32,1605522875,1601734478719007390,有人的,0,10
